正文,真实值,预测值
目的 探讨 钟 基因 钟控 基因 血管 内皮 生长因子 颊 黏膜 癌变 阶段 昼夜节律 变化规律 癌变 发生 发展 关系 方法 叙利亚 金黄地鼠 置于 光照 黑暗 交替 环境 中 饲养 二甲基 苯 蒽 涂抹 颊 黏膜 建立 金黄地鼠 颊 癌 模型 涂抹 前 涂抹 周 周后 时间 点 处死 动物 获取 颊 黏膜 癌前 病变 癌症 阶段 昼夜 时间 组织 病理学 检查 确认 采用 实时 荧光 定量 聚合酶 链反应 检测 时间 点 表达 量 并行 余弦 分析 以中值 振幅 峰值 位相时 指标 基因 表达 昼夜节律 特征 癌变 阶段 表达 昼夜节律 性 黏膜 癌前 病变 阶段 表达 昼夜节律 性 表达 中值 癌症 发展 降低 表达 中值 癌症 发展 振幅 癌症 发展 降低 振幅 癌前 病变 癌症 阶段 高于 组 癌前 病变 阶段 峰值 位相时 组 提前 峰值 位相时 组 滞后 结论 癌症 发生 发展 钟 基因 肿瘤 相关 钟控 基因 表达 昼夜节律 特征 发生 改变,0,[3.644686e-05]
正 刘佳 佳美 医疗 集团公司 董事长 佳美 口腔 创始人 年 年 美国 风险投资 中国 总经理 投资规模 万美元 佳美 集团 评为 全国 企业形象 最佳 单位 年 大连市 十大 杰出青年 第十二届 大连市 人大代表 财经委 委员 市人大 常委 大连市 人民检察院 立法委员 评为 全国 优秀 企业家 年 进驻 北京 市场 全国 复制 近百家 全国 口腔 专业 连锁 医疗机构 年 佳美 口腔 美国 哈佛大学商学院 选 教学 案例 刘佳 邀请 哈佛大学商学院 讲课 学生 分享 佳美,0,[6.198757e-05]
目的 探讨 西瓜霜 喷剂 联合 甲硝唑 治疗 复发性 口腔溃疡 临床 疗效 方法 随机 选择 例 我院 口腔科 收治 复发性 口腔溃疡 患者 机 分为 观察 组和 对照组 每组 例 观察 组 患者 给予 西瓜霜 喷剂 联合 甲硝唑 治疗 对照组 患者 给予 思密达 糊剂 治疗 观察 组 患者 总 有效率 高于 对照组 治疗 观察 组 患者 疼痛 缓解 程度 优于 对照组 患者 结论 西瓜霜 喷剂 联合 甲硝唑 治疗 复发性 口腔溃疡 疗效 确切 安全性 值得 临床 推广,0,[0.4078192]
目的 探索 复发性 口腔溃疡 治疗 方法 方法 采用 蒙药 外敷 中药 内服 方法 治疗 本法 治疗 复发性 口腔溃疡 有效率 结论 蒙 中医药 联合 治疗 复发性 口腔溃疡 疗效 值得 推广,0,[0.00363976]
目的 观察 足三里 穴位 注射 胸腺肽 合并 康复 新液 治疗 化疗 患者 口腔溃疡 临床 疗效 方法 例 化疗 口腔溃疡 患者 随机 分为 治疗 组和 对照组 每组 例 治疗 组 给予 足三里 注射 胸腺肽 合并 康复 新液 含漱 对照组 给予 康复 新液 含漱 组 疗程 周 组 治疗 患处 改善 情况 包括 溃疡 面积 缩小 疼痛 情况 溃疡 愈合 率 治疗 组 口腔溃疡 面积 缩小 疼痛 积分 优于 对照组 治疗 组总 有效率 对照组 总 有效率 治疗 组和 对照组 差异 统计学 意义 结论 足三里 注射 合并 康复 新液 治疗 加快 化疗 口腔溃疡 愈合 值得 临床 推广,1,[0.998869]
目的 微血管 减压 术 射频 热凝术 治疗 原发性 三叉神经痛 及面 肌 痉挛 临床 效果 方法 选取 年 月 年 月 上饶市 人民 医院 脑外科 收治 例 患者 患者 意愿 分为 观察 组 例 对照组 例 观察 组 患者 采用 微血管 减压 术 治疗 对照组 患者 采用 射频 热凝术 治疗 两组 患者 临床 效果 并发症 发生率 复发率 观察 组 患者 临床 效果 优于 对照组 两组 患者 面部 麻木 听力 下降 恶心 呕吐 发生率 差异 统计学 意义 观察 组 复发率 低于 对照组 结论 微血管 减压 术 治疗 临床 效果 射频 热凝术 复发率 低,0,[0.16003749]
高校 女子 篮球运动 越来越 热烈 大学生 女子 篮球联赛 成长 壮大 大学 女子 篮球 普及 有利于 推动 各院系 交流 活跃 学校 校园文化 生活 大学生 精神文明 建设 学生 精神 文化 生活 该文 教学 实践 篮球 训练 中 女子 生理 心理特点 采用 科学 训练方法 以求 预期 效果 笔者 篮球联赛 理解 看法 提出 观点,0,[0.00048057]
目的 聚合酶 链反应 变性 梯度 凝胶电泳 技术 分析 母子 口腔 唾液 中菌 群 相似性 方法 选取 岁 高 龋 中 龋 龋 儿童 母亲 研究 对象 取其非 刺激性 全 唾液 提取 细菌 总 扩增 分析 母子间 口腔 菌群 具 高度 相似性 龋 组 母子间 配对 系数 低于 高 龋 组及 中 龋 组 高 龋 儿童 母亲 平均 龋失补牙 面数 高于 中 龋 龋 儿童 母亲 结论 母亲 儿童 口腔 菌群 来源,0,[0.00021456]
目的 老年人 口腔 健康状况 就医 观念 制定 老年 口腔 预防 保健 规划 提供 科学依据 方法 例 岁 老年人 口腔疾病 检查 口腔 问卷调查 例 受检者 牙齿 缺损 缺失 牙周病 龋齿 患病率 例 例 例 牙齿 缺损 缺失 牙周病 年龄 增长 发病率 升高 字 受检者 中因 口腔疾病 就诊者 例 占 相关 分析 显示 受 教育 程度 收入水平 影响 老年 口腔疾病 患者 就医 观念 因素 结论 老年 口腔 健康状况 很差 就诊 率低 应 老年人 口腔 健康 教育 改变 就医 观念 提高 口腔 健康 水平,0,[0.00046054]
目的 探讨 微血管 减压 术 治疗 原发性 三叉神经痛 手术 配合 重点 方法 例 原发性 三叉神经痛 微血管 减压 术 手术 配合 方法 例 患者 手术过程 顺利 疼痛 完全缓解 例 术 侧面 瘫 例 随访 月 缓解 结论 完善 术 前 熟练 护理 配合 确保 手术 顺利完成 关键,0,[0.00026899]
正 本刊 讯 中国 当代 医药 记者 马林凤 近日 北京 彭胜 医院 单位 联合 研发 辅助 医生 治疗 三叉神经痛 智能 机器人 首次 社会公众 见面 神经外科 专业人士 标志 我国 临床 治疗 三叉神经痛 迈入 机器人 时代 我国 疼痛 医学专家 全国 三叉神经痛 研究 中心 主任 彭胜 介绍 智能 机器人 三叉神经 导航 技术 北京 彭胜 医院 专家 团队 计算机辅助 外科 机器人 系统 国内 多所 科研机构 联合 研发 三叉神经痛 临床 治疗,0,[1.4703519e-05]
目的 探讨 口腔 正畸 患者 中 微型 种植体 支抗 治疗 方案 疗效 方法 选取 我科于 年 月 年 月 收治 口腔 正畸 患者 例 分析 治疗 方式 分为 对照组 例 观察 组 例 观察 组 采用 微型 种植体 支抗 治疗 方案 对照组 采用 非 种植体 支抗 治疗 方案 观察 两组 患者 治疗 效果 不良反应 发生 情况 观察 组 患者 磨牙 移位 小于 对照组 中 切牙 倾角 差 大于 对照组 中 切牙 凸距 差 大于 对照组 观察 组 患者 不良反应 发生率 低于 对照组 统计学 意义 结论 口腔 正畸 患者 中 微型 种植体 支抗 治疗 方案 支抗 正畸 效果 增加 牙齿 美观 度 减少 不良反应 发生 值得 临床 推广,0,[0.26820445]
目的 观察 清热 抗毒 煎剂 治疗 普通型 手足 口病 临床 疗效 方法 例 普通型 手足 口病 患儿 随机 分为 组 中药 组 例 予 清热 抗毒 煎剂 治疗 西药 组 例 予 利巴韦 林 注射液 治疗 中西 组 例 予 清热 抗毒 煎剂 联合 利巴韦 林 注射液 治疗 观察 组 临床 症状 体征 变化 情况 评价 疗效 组 退热 时间 皮疹 消退 时间 口腔 黏膜 溃疡 积分 变化 组总 有效率 差异 统计学 意义 组 疗效 组 退热 时间 差异 统计学 意义 退热 时间 组 皮疹 消退 时间 差异 统计学 意义 中药 治疗 组 皮疹 消退 时间 最短 中西医 组 次之 西药 治疗 组 最长 组 治疗 口腔 黏膜 溃疡 积分 差值 差异 统计学 意义 积分 变化 水平 结论 清热 抗毒 煎剂 治疗 普通型 手足 口病 退热 皮疹 消退 减轻 症状 缩短 病程 综合 效应 优势 安全可靠,1,[0.9839618]
目的 探讨 品管圈 活动 危重 患者 口腔 护理 中 方法 效果 方法 成立 品管圈 活动 小组 确立 提高 危重 患者 口腔 护理 合格率 活动 主题 危重 患者 口腔 现况 调查 设定 改进 目标 分析 原因 制定 对策 组织 实施 活动 口腔 护理 合格率 呼吸机 相关 性肺炎 发生率 护士 危重 患者 口腔 护理 相关 知识 知晓率 差异 统计学 意义 结论 品管圈 活动 提高 危重 患者 口腔 护理 质量 降低 发生率 提升 护理人员 能力 团队 合作 意识 主动性,0,[7.1039314e-05]
目的 观察 小牛 血去 蛋白 提取物 头颈部 放疗 急性 放射性 口腔炎 防治效果 方法 年 月 年 月 本科 放疗 头颈部 肿瘤 病人 例 随机 分为 观察 组和 对照组 每组 例 对照组 放疗 全程 采用 生理盐水 利多卡因 地塞米松 维生素 维生素 口腔 含漱 次 次 每次 观察 组除 放疗 全程 对照组 采用 漱口液 含漱外 放疗 次 给予 葡萄糖 小牛 血去 蛋白 提取物 静脉 输注 次 每周 两组 急性 放射性 口腔 黏膜 程度 疼痛 分级 情况 两组 急性 放射性 口腔 黏膜 程度 差异 观察 组以 Ⅰ 级 Ⅱ 级 对照组 Ⅱ 级 级 观察 组以 轻度 疼痛 对照组 中度 疼痛 两组 间 差异 显著性 结论 小牛 血去 蛋白 提取物 用于 早期 干预 放射性 口腔 黏膜炎 降低 发生率 损伤 程度 延缓 发生 时间,1,[0.9978782]
目的 诱导 胚胎 干细胞 定向 分化 角质 细胞 分析 诱导 过程 中 标志物 表达 方法 含骨 蛋白 维甲酸 添加剂 上皮 分化 培养基 诱导 分化 染色体 核型 分析 检测 核型 实时 定量 检测 分化 时期 基因 表达 原代 牙龈上皮 细胞 永生 化 口腔 上皮细胞 永生 化 皮肤 角质 细胞 基因 表达 差异 利用 免疫 组织化学 检测 标志物 蛋白 表达 上皮 分化 培养基 成功 诱导 分化 上皮 样 细胞 核型 条 染色体 结构 异常 中 角质 细胞 标志物 基因 表达 低于 细胞 中 表达 差异 统计学 意义 结论 上皮 分化 培养基 成功 诱导 分化 核型 标志物 表达 提示 诱导 分化 过程 是从 单层 上皮 干细胞 分化 转向 复层 上皮 终末 分化 发展 趋势 最终 类似 单层 鳞状 上皮 干细胞 终末 分化 初始 阶段 角质 细胞 阶段 细胞 上皮 干细胞 静止 状态 激活 处于 分化 初始 高 增殖 活力 阶段,0,[5.1232378e-06]
目的 念珠菌性 口炎 病因 治疗 愈 相关性 分析 预防 方法 选取 我院 年 月 年 月 收治 念珠菌 口炎 患儿 例 研究 对象 发病 年龄 实验室 真菌 检查 分析 发现 月 以内 岁 患儿 发病 数较 病程 月 例 外源性 传染 综合 治疗 治愈 结论 念珠菌 口炎 防治 须 早期 切断 传播 途径 药物 干预 综合 措施 减少 发病率,0,[0.00013751]
目的 分析 位点 保存 术后 牙 种植 时间 点 种植体 稳定性 影响 方法 选取 我院 年 月 年 月 收治 缺牙 修复 患者 例 研究 对象 治疗 时间 先后顺序 分组 治疗 时间 半年 设定 组 治疗 时间 月 设定 组 治疗 时间 年 设定 组 牙床 患者 均行 口腔 种植 修复 治疗 治疗 时间 年 观察 三组 患者 时间段 牙齿 种植 稳定性 影响 三组 种植体 植入 扭矩 指标 差异 统计学 意义 结论 位点 保存 术 牙齿 种植 治疗 中 保证 种植体 植入 扭矩 有效性 临床 治疗 中 意义,0,[0.02412626]
采用 氧化 还原 体系 固化 体系 合成 粘接 性能 优异 口腔 正畸 新型 复合树脂 粘合剂 考察 固化剂 种类 稀释剂 用量 填料 量 因素 树脂 粘接 性能 影响 产品 粘接 拉伸 强度 粘接 剪切 强度 国外同类 产品 水平,0,[0.00019077]
口腔 实训室 仿头模 塑料 牙 口腔 实训 中 自行 研制 一套 仿头模 配套 摘式 离体 牙 透明 模型 级 口腔医学 专业 班 学生 实训 探讨 自制 摘式 离体 牙 透明 模型 教学效果,0,[5.146822e-05]
正 口腔 健康 重在 预防 护理 广义 口腔 清洁用品 指 清洁 美化 作用 辅助 预防 减轻 口腔 产品 包括 牙膏 牙刷 含漱液 菌斑 显示 剂 牙齿 漂白剂 口香糖 牙线 牙签 假牙 清洁剂 我国 口腔 清洁用品 包括 牙膏 中草药 牙膏 牙刷 个大类 年 成,0,[3.5300764e-05]
目的 深圳市 南山区 岁 儿童 乳牙 龋齿 患病 现况 分析 制定 乳牙 龋齿 预防措施 提供 科学依据 方法 年 深圳市 南山区 余家 幼儿园 共计 人次 儿童 口腔 检查 龋齿 流行 特征 分析 深圳 南山区 托幼 机构 儿童 年 年 平均 龋齿 患病率 年来 学龄前 儿童 龋齿 患病率 持平 年 学龄前 儿童 龋齿 患病率 年龄 增长 增高 龋齿 患病率 岁 岁 岁 区级 合格 幼儿园 龋齿 患病率 高于 省 市级 幼儿园 结论 年龄 增长 学龄前 儿童 龋齿 患病率 升高 等级 低 幼儿园 龋齿 患病率 高于 等级 高 幼儿园 预防 龋齿 婴儿 抓起 综合 预防措施 降低 龋齿 发病率,0,[0.00031716]
正 口腔 种植 学 发展 成熟 口腔医学 发展 口腔医学 中 占有 越来越 地位 广阔 前景 微创 种植 技术 人工 种植 牙 发展 方向 老年人 工 种植 牙 全身 局部 因素 因素 种植 难点 临床 老年人 工 种植 牙 微创 种植 技术 操作 要点 国家级 医学教育 项目 老年 微创 人工 种植 牙 学习,0,[1.8580202e-05]
目的 介绍 穴位 贴 敷 配合 开喉 剑 喷剂 治疗 婴幼儿 口腔溃疡 护理 方法 方法 例 口腔溃疡 患儿 随机 分为 实验组 对照组 例 实验组 选用 吴茱萸 胆南星 生 大黄 研末 以醋 调和 外敷 足底 涌泉穴 口腔 局部 予以 开喉 剑 喷剂 治疗 护理 对照组 采用 传统 治疗 护理 方法 两组 疗效 两组 总 有效率 显著性 差异 结论 穴位 贴 敷 配合 开喉 剑 喷剂 治疗 婴幼儿 口腔溃疡 一种 操作 简单 治疗 效果 满意 减少 患儿 痛苦 缩短 住院 天数 家属 患儿 容易接受 配合 治疗 方法,1,[0.9957386]
正 药学 监护 又称 药学 保健 药疗 保健 医院 药学 活动 建立 患者 监护 中心 基础 限度 改善 患者 身心健康 目标 药师 承担 监督 执行 保护 患者 用药 社会 责任 调配 药品 审核 处方 工作 笔者 分析 药师 参与 例 乳腺癌 术后 化疗 重度 口腔溃疡 患者 药学 监护 探讨 药师 药学 监护 重要性 方法 病历 摘要 患者 女 岁 体重 口腔溃疡 日 年 月 日 入院 患者 年 月 日 我院 行,0,[0.00016266]
该文 报道 例 原发 多灶性 腮腺 多形性 腺瘤 患者 临床 资料 文献 复习 此例 原发 多灶性 腮腺 多形性 腺瘤 发现 右侧 腮腺 中 发现 两个 独立 多形性 腺瘤 病理 诊断 手术 愈后 原发 多灶性 腮腺 多形性 腺瘤 罕见 术 前 影像学 检查 术 中 详细 触诊 手术 方式 选择 意义,0,[4.1390504e-05]
目的 调查 山东地区 家长 儿童 错  畸形 早期 预防 关注度 方法 随机 选择 名自 年 月 山东大学 口腔医院 儿童 牙病 科 就诊 儿童 家长 问卷调查 回收 问卷 份 乳牙 期 名 替牙期 名 家长 遗传 因素 关注度 偏低 家族 遗传 史 家长 关注度 高于 家族 遗传 史 家长 早期 预防 可控 环境因素 中 家长 关注度 依次 饮食习惯 口腔 不良习惯 乳牙 疾病 呼吸系统 疾病 美观 心理 家长 关注 美观 影响 乳牙 期 家长 关注 儿童 饮食习惯 替牙期 家长 关注 儿童 口腔 不良习惯 心理健康 结论 山东地区 家长 对错  畸形 早期 预防 关注度 偏低 普及 预防 知识 家长 早期 预防 意识 十分必要,0,[0.00686372]
目的 探究 热毒宁 联合 利巴韦 林 治疗 小儿 疱疹 性 咽峡炎 疗效 方法 例 疱疹 性 咽峡炎 患儿 随机 分为 观察 组和 对照组 例 对照组 接受 利巴韦 林 阿昔洛韦 治疗 观察 组 接受 热毒宁 联合 利巴韦 林 治疗 两组 患儿 整体 疗效 症状 体征 缓解 时间 观察 组 体温 消退 时间 口腔 疱疹 消退 时间 食欲 恢复 好转 时间 短于 对照组 差异 统计学 意义 观察 组 患儿 治疗 有效率 高于 对照组 差异 统计学 意义 结论 热毒宁 联合 利巴韦 林 治疗 相比 利巴韦 林 阿昔洛韦 联合 治疗 有助于 改善 小儿 疱疹 性 咽峡炎 患儿 治疗 效果 加快 患儿 体征 缓解 时间 疱疹 性 咽峡炎 较为理想 方法,1,[0.9978441]
目的 初步 探讨 小鼠 口腔癌 模型 重度 异常 增生 时期 骨髓 播散 细胞 基因 纯合性 缺失 意义 方法 激光 捕获 显微 切割 技术 捕获 张 重度 异常 增生 时期 小鼠 骨髓 单个 核 细胞 涂片 单个 细胞 角蛋白 阳性 细胞 单细胞 全 基因组 扩增 技术 扩增 检测 视网膜 母细胞 瘤 诱导 卷曲 蛋白 纯合性 缺失 情况 舌部 重度 异常 增生 鳞癌 组织 例 对照 成功 捕获 细胞 成功 扩增 纯合性 缺失 情况 单个 细胞 舌 癌变 组织 舌部 组织 重度 异常 增生 组织 结论 小鼠 口腔癌 模型 重度 异常 增生 时期 骨髓 细胞 基因 纯合性 缺失 时期 骨髓 细胞 播散 肿瘤 细胞,0,[9.972114e-06]
目的 观察 曲安 奈德 联合 他克莫司 治疗 口腔 扁平苔藓 疗效 方法 选取 年 月 年 月 我院 口腔科 收治 口腔 扁平苔藓 患者 例 随机 分为 试验 组 例 对照组 例 试验 组 患者 给予 曲安 奈德 他克莫司 联合 治疗 对照组 患者 给予 曲安 奈德 治疗 两组 患者 疗效 观察 指标 不良反应 发生 情况 实验组 对照组 总 有效率 曲安 奈德 他克莫司 联合 治疗 口腔 扁平苔藓 疗效 曲安 奈德 差异 统计学 意义 试验 组 血清 水平 水平 低于 对照组 评分 低于 对照组 差异 统计学 意义 试验 组 面部 毛孔 扩张 患处 用药 轻度 灼痛 感 满月 脸 症状 不良反应 例 对照组 例 试验 组 不良反应 发生率 对照组 低 差异 统计学 意义 结论 曲安 奈德 治疗 口腔 扁平苔藓 相比 他克莫司 联用 疗效 降低 血清 水平 水平 减轻 自觉 症状 不良反应 发生率 降低 一种 治疗 方法 值得 临床 推广,1,[0.99960726]
目的 分析 研究 盐田区 健康 口腔 幸福家庭 项目 方法 选取 年 月 年 月 户 符合 入选 标准 家庭 户 家庭 问卷调查 方式 口腔 健康 给予 分析 研究 户 家庭 口腔 健康 干预 口腔 健康 指导 干预 口腔 健康 认知 接受 口腔 保健 干预 生活 改变 情况 优于 口腔 健康 指导 干预 结论 增强 口腔 健康 教育 口腔 健康 危险 因素 给予 控制 动员 社区 参与 充分发挥 家庭 人员 养成 口腔 健康 行为习惯 作用,0,[0.000713]
目的 探讨 分析 平阳 霉素 治疗 口腔 颌面部 低 回流 型 静脉 畸形 临床 疗效 方法 选取 例 口腔 颌面部 低 回流 型 静脉 畸形 患者 研究 对象 注射 平阳 霉素 治疗 观察 治疗 效果 疗程 结束 例 患者 中 痊愈 例 显效 例 例 治疗 总 有效率 未达 痊愈 标准 例 患者 疗程 治疗 例 患者 痊愈 标准 例 患者 未 痊愈 标准 改用 无水乙醇 硬化 疗法 治疗 病情 最终 痊愈 治疗 过程 中 例 患者 轻度 发热 物理 降温 后退 热 未 不良反应 结论 平阳 霉素 治疗 口腔 颌面部 低 回流 型 静脉 畸形 疗效 确切 不良反应 保障 患者 颌面部 功能 保全 颜面 美观,0,[0.00440387]
目的 口腔 定植 细菌 早 发性 呼吸机 相关 性肺炎 致病菌 观察 气管 插管 前 口腔 护理 方法 患者 早 发性 呼吸机 相关 性肺炎 发生率 影响 揭示 预防 早 发性 机制 方法 入住 名 患者 随机 分为 例 例 例 三组 洗 必泰 口腔 清洁 组 牙刷 刷牙 组及 联合 干预 组 观察 各组 早 发性 发生率 住院 天数 死亡率 早 发性 发生率 组 低于 组 差异 住院 天数 组 短 统计学 意义 死亡率 组 低于 组 结论 气管 插管 前予 洗 必泰 口腔 擦洗 联合 刷牙 清洁 口腔 降低 早 发性 发生率 降低 死亡率,1,[0.9669038]
目的 分析 颌骨 坏死 原因 双膦 酸盐 相关性 颌骨 坏死 机制 方法 采用 回顾性 分析法 例 患者 病例 资料 分析 患者 女性 乳腺癌 患者 骨转移 给予 唑 膦 酸 溶于 氯化钠 注射液 静脉滴注 次 给予 伊班 膦 酸 溶于 氯化钠 注射液 静脉滴注 次 期间 颅脑 转移 行全脑 放疗 本次 入院 给予 伊班 膦 酸 治疗 患者 自述 口腔 黏膜 肿痛 口腔科 诊断 颌骨 坏死 下颌骨 坏死 双膦 酸盐 相关 放疗 双膦 酸盐 相关 嘱 患者 行 线 检查 确认 颌骨 坏死 患者 拒绝 双膦 酸盐 广泛应用 含氮 双膦 酸盐 相关性 骨坏死 报告 增多 患者 长期 双膦 酸盐 抗 骨转移 治疗 排除 双膦 酸盐 所致 下颌骨 坏死 结论 双膦 酸盐 相关 颌骨 坏死 副作用 双膦 酸盐 治疗 时 分析 风险 效益 关系 事先 患者 解释 患者 心理准备 患者 双膦 酸盐 治疗 给予 口腔卫生 措施 定期 牙科 检查 指导 科学 药物 降低 双膦 酸盐 副作用,0,[9.880424e-06]
正 口腔 材料 特性 生物 材料 指 植入 人体 结构 材料 处于 材料科学 生物医学 交叉 领域 生物医学 工程 组成部分 材料科学 组成部分 牙科 材料 生物 材料 中 硬 材料 牙科 材料 一种 医用 生物 材料 工业用 材料 用量 规格 严 牙科 材料 植入 人体 口腔 口腔 特定 环境 中 长期存在 故需 几个 关联 因素 材料 性能,0,[3.5122725e-05]
目的 探讨 口腔 正畸 治疗 牙周病 前牙 移位 疗效 方法 选取 年 月 年 月 我院 收治 牙周病 前牙 移位 患者 例 患者 直丝弓 矫正 技术 治疗 观察 患者 治疗 两年 探诊 出血 情况 牙周袋 探诊 深度 前牙 覆牙合 情况 前牙 覆盖 情况 牙槽骨 高度 治疗 效果 治疗 后及 两年 复查 探诊 出血 情况 牙周袋 探诊 深度 前牙 覆牙合 情况 前牙 覆盖 情况 牙槽骨 高度 情况 治疗 前 相比 明显改善 结论 牙周病 前牙 移位 患者 口直 丝弓 矫正 技术 矫正 治疗 方法 改善 患者 探诊 出血 情况 牙周袋 探诊 深度 前牙 覆牙合 情况 前牙 覆盖 情况 牙槽骨 高度 情况,0,[0.00110035]
目的 探讨 孕前 孕期 妇女 口腔 干预 早产 低 出生 体重儿 相关性 方法 选取 年 孕前 门诊 婚姻登记 单位 拟 怀孕 名 妇女 研究 对象 采用 口腔 问卷调查 口腔 检查 提出 治疗 建议 追踪 妊娠 结局 数据分析 社会 经济 状况 保健 意识 较优 妇女 中 孕前 孕期 口腔疾病 治疗 妊娠 结局 相关性 结论 人群 妊娠 口腔 干预 宽泛,0,[0.00032776]
培养 实践证明 专业学位 教育 一种 适合 培养 医学 人才 途径 口腔医学 专业学位 研究生 教育 起步晚 培养 模式 内涵 界定 尚 清晰 生源 质量 不高 培养 模式 定位 质量 监督 考核 体系 需 完善 专业学位 研究生 培养目标 侧重 胜任 临床 医疗 工作 解决 临床 文章 分析 口腔医学 专业学位 研究生 培养 现状 进一步提高 专业学位 研究生 培养 质量 提出 对策,0,[2.8723136e-05]
正 全国 口腔 医学界 同仁 全科 口腔医学 杂志 电子版 年 月 正式 创刊 发行 请 代表 杂志 编辑 委员会 委员 杂志 编辑部 编辑 衷心感谢 中华 口腔医学 全科 口腔医学 专业 委员会 领导 给予 关心 指,0,[1.7204396e-05]
目的 观察 自制 中药 漱口液 非传统 口腔 护理 方法 舌癌 根治术 患者 疗效 方法 选择 舌癌 根治术 排除 口腔 黏膜 病变 患者 例 随机 分为 对照组 实验组 例 对照组 采用 无菌 生理盐水 常规 口腔 护理 实验组 采用 自制 中药 漱口液 非传统 口腔 护理 方法 口腔 护理 两组 口腔 护理 口腔 清洁度 舒适度 口腔 分泌物 培养 细菌 菌落 计数 情况 实验组 口腔溃疡 发生率 口腔 分泌物 培养 细菌 菌落 计数 低于 对照组 两组 清洁度 舒适度 差异 统计学 意义 结论 舌癌 根治术 患者 采用 自制 中药 漱口液 非传统 口腔 护理 维护 患者 口腔 健康 预防 口腔 感染 发生率,1,[0.9961516]
正 十几年来 笔者 采用 清胃 散 加减 治疗 口腔溃疡 例 疗效显著 现 报告 临床 资料 本组 例均 门诊病人 年龄 岁 例 岁 例 岁 例 岁 例 病程 最短 天 最长 年 发病 诱因 脾胃 积热上 壅 心火 上炎 所致 心脾 肾经 阴虚 虚火 上炎 而成 临床 症状 口舌 浅表 溃疡 边缘 整齐 红晕 中央 凹陷 表面 覆盖 浅黄色 灰白,0,[0.00030341]
正 广告 邀请 葛兰素 史克 口腔 专家 品牌 发声 舒适 达 顺利 迈进 中国 消品 市场 利器 大规模 尝试 数字 营销 年 月 葛兰素 史克 中国 上市 首款 口腔 保健产品 抗过敏 牙膏 品牌 舒适 达 专注 领域 首次 中国 口腔 护理 用品 领域 舒适 达 全球 上市 年 多个 国家 地区,0,[0.00047062]
目的 观察 穴位 注射 治疗 原发性 难治性 三叉神经痛 疗效 方法 例 口服 卡马西平 布洛芬 止痛 类药物 控制 患者 穴位 注射 治疗 穴取 翳 风 合谷 间隔 日 治疗 次 治疗 次 随访 月 评定 疗效 临床 痊愈 例 显效 例 例 无效 例 总 有效率 达 结论 穴位 注射 治疗 原发性 难治性 三叉神经痛 疗效显著,0,[0.0078858]
正 口腔 健康 人体 健康 一面镜子 全身 健康 组成部分 人体 功能 器官 牙齿 咀嚼 发音 语言 面部 美观 密切关系 牙齿 洁白 整齐 完好无缺 有助于 语言 表达 健美 表现 更是 人类文明 标志 单位 地处 城郊 区 牙病 严重危害 未 足够 重视 特别 幼儿 中老年 患者 幼儿 惧生 好奇 好动 好胜 注意力 难以 自我 控制能力 较差 治疗 过程 中 尖锐,0,[9.1944166e-05]
正畸 治疗 过程 中 伴随 正畸 矫治器 戴入 患者 语音 功能 发生 程度 改变 正畸 矫治器 元音 辅音 失真 舌侧 固定 矫治器 语音 影响 较大 持续时间 较长 日常 沟通 特定 语言 类 工作 影响 唇 舌 发音器官 代偿 功能 语音 障碍 自限性 临床 措施 语音 训练 患者 缩短 影响 时间 本文 正畸 矫治器 语音 功能 影响 影响 机制 因素 改进 措施 研究进展 作一 综述 临床 治疗,0,[3.7917554e-05]
炎症 体是 一种 多蛋白 复合体 介导 β 多种 炎症 细胞因子 释放 炎症 发生 发展 中 作用 炎症 体 研究 不断深入 已有 文献 报道 炎症 体 参与 机械 力所 诱导 机体 炎症性 疾病 研究 显示 机械 力可 诱导 牙周组织 发生 炎症 伴随 β 表达 炎症 体及 相关 蛋白 在力 诱导 牙周 炎症 中 作用 尚 综述 炎症 体 在力 相关 炎症性 疾病 中 作用 机械 力 诱导 牙周 炎症 炎症 体 相关 蛋白 关系 研究进展,0,[2.2728964e-05]
目的 探讨 分析 牙周 整复 术 口腔 修复 中 临床 疗效 考察 牙周 整复 术 价值 方法 我院 年 月 年 月 收治 例行 固定 修复 术 患者 研究 对象 随机 分为 实验组 对照组 每组 例 患者 实验组 患者 牙周 整复 术 对照组 患者 常规 口腔 修复 观察 两组 患者 接受 方法 治疗 效果 进一步 相关 指标 χ 检验 统计学 分析 两组 间 差异 统计学 意义 可靠 实验组 对照组 患者 年 随访 观察 发现 实验组 口腔 修复 疗效 好于 对照组 该组 总得 治疗 有效率 对照组 患者 治疗 有效率 进一步 统计学 分析 发现 二者 间 差异性 统计学 意义 结论 牙周 整复 术 口腔 修复 中 临床 疗效 手术过程 中 对牙槽 嵴 牙龈 行 整复 术 进一步 固定 修复 手术 方法 减少 牙龈 颈缘 协调 牙龈 萎缩 发生 增加 患者 满意度 牙周 整复 术 值得 临床 进一步 推广,1,[0.99569356]
